id,image_path,text,headline,date,label (true = 1 / false = 0)
ID0054,C:\Users\A S U S\Downloads\Health Images\Images\54.png,"The viral video is edited to give a false impression that Albert Bourla said that his company’s goal is to reduce 50% of the population of the world.
As the world still struggles to fight Covid-19, doctors, and medical experts urges everyone to vaccinate in order to stand strong against this pandemic. Amidst this, a video of Pfizer CEO Albert Bourla is widely circulating on social media, claiming that he said that his company’s goal is to reduce 50% of the population of the world. However, our investigation found these to be misleading as the claim had been made based on an edited version of a speech by the Pfizer CEO by omitting part of his full statement. ",Pfizer CEO did not say that Pfizer aims to reduce the world population by 50% ,8/19/2022,0
ID0055,C:\Users\A S U S\Downloads\Health Images\Images\55.png,"As World Health Organization (WHO) declared the Monkeypox virus as a global health emergency, a lot of false information is also circulating around the Monkeypox virus. The United States has recently declared it as a national emergency.
Amidst this, an image carrying information about the monkeypox virus has widely circulating on social media with the claim that BBC News published this image. The post states that the Center for Disease Control and Prevention (CDC) has classified the virus as an airborne disease. It goes on to state that it is a form of herpes, which can further lead to paralysis. ",Edited image of BBC viral claiming Monkeypox is an airborne disease,8/13/2022,0
ID0056,C:\Users\A S U S\Downloads\Health Images\Images\56.png,"This is our investigation on a misleading video which went viral among Sri Lankan social media users, claiming that a cake brand in the local market had inserted drugs inside the product, which would lead to paralysis among children. ",A staged video shared as a Chinese cake brand with pills that causes paralysis among children!,9/17/2022,0
ID0057,C:\Users\A S U S\Downloads\Health Images\Images\57.png,"Kidneys are vital organs of human life. Hence, we often come across a number of social media posts highlighting the importance of healthy kidney functionality. However, the accuracy of the content mentioned in these is not guaranteed. ",It is NOT advisable to rely on this Scent Leaf treatment for Kidney diseases!,10/26/2022,0
ID0058,C:\Users\A S U S\Downloads\Health Images\Images\58.png,"Stray dogs are common in many countries worldwide and are a common sight in the South-Asian region. Some of these dogs are also seen suffering from various diseases. Among them, scabies, rash infections, etc., are prominent. We often come across many Samaritans who also like to help such dogs.
In such a background, social media posts have been shared for several years, claiming that one of the easiest and most effective ways to help these dogs would be to provide them with drugs like Ivermectin and Prazimec-D. ",Why should we be careful when giving drugs like Ivermectin or Prazimec-D to dogs suffering from skin diseases?,10/22/2022,1
ID0059,C:\Users\A S U S\Downloads\Health Images\Images\59.png,"The covid-19 pandemic continues to make headlines with various new variants and sub-variants, and social media streams often get flooded with such content. This is our investigation of viral misinformation on social media about XBB – a sub-variant of Omicron. ","XBB subvariant of Omicron is highly transmissible yet not deadly, as viral posts claim!",11/7/2022,1
ID0060,C:\Users\A S U S\Downloads\Health Images\Images\60.png,"The world braced for a new possible wave of Covid-19, and misinformation regarding it also revived with the deadly virus. An old video of a group of doctors falsely claiming coronavirus is nothing but the seasonal flu virus is doing rounds on social media. 
The viral video has now been attributed to World Health Organization (WHO) along with a claim that the WHO admitted its mistake and took a U-turn from its earlier position by calling coronavirus a seasonal flu virus.",WHO Did not declare Corona a Seasonal Virus; A False Claim Goes Viral!,12/31/2022,0
ID0061,C:\Users\A S U S\Downloads\Health Images\Images\61.png,"A couple of months back India started the first phase of 5G services in limited cities. However, misinformation about the service is being shared on social media. 
It is claimed that 5G radiation is lethal and is the reason behind the death of many birds.",Is 5G radiation harmful and lethal for birds and humans? Know the truth. ,12/22/2022,0
ID0062,C:\Users\A S U S\Downloads\Health Images\Images\62.png,A graphic poster circulating on social media claims that Cadbury’s product Oreo biscuit is forbidden for Muslims because it is made from ‘fat and pork milk.’ Sharing this poster users mention that Cadbury themselves have agreed that their product contains pork fat and milk,Graphic claiming Oreo biscuits contain ‘pork fat and milk’ is Fake!  ,1/25/2023,0
ID0063,C:\Users\A S U S\Downloads\Health Images\Images\63.png,"Diabetes is one of the most common non-communicable diseases, which can be found worldwide—millions of people suffer from it. People who are in various stages of life have to face the consequences related to diabetes despite the fact in which age they are. While researchers and lab experiments are going on, there have been many social media posts and new drugs/treatment methods related to diabetes. However, the content of some social media posts is false and misleading. ",A genius Philippine Student Has NOT Invented a Treatment for Diabetes! Find Out the Facts…,1/16/2023,0
ID0064,C:\Users\A S U S\Downloads\Health Images\Images\64.png,"This picture, stating the critical harm of wireless Bluetooth, was widely shared on the internet. The picture contains a wireless headphone image beside the image of the human brain, leading the readers to feel that Bluetooth headphones affect our brains. ",The widely-shared picture about the dangers of Bluetooth headphones doesn’t have enough proof,1/6/2023,0
ID0065,C:\Users\A S U S\Downloads\Health Images\Images\65.png,"As we all know, millions of living species depend on Oxygen for breathing, including humans. Has the oxygen percentage been the same throughout history? What provides the highest percentage of Oxygen to the planet? These are some of the intriguing questions many argue about. 
When asked about what kind of plants mostly produce oxygen, most would comment on an abundance of green trees. While most are aware of the importance of trees and their photosynthesis process, the same cannot be said about sea plants, specifically sea plankton.",Sea Plankton or Trees? Provides the most percentage of Oxygen to Our Planet ?? …,2/2/2023,1
